Pelosi,-0.019809728324504325,0.035681216171963945,-429.0,81.0,-174.0,255.0,", Election of the Speaker"
Passed,-0.014634809252466519,-0.006715086292233865,-56.0,186.0,65.0,121.0,"To authorize the programs of the National Aeronautics and Space Administration for fiscal years 2011 through 2013, On Motion to Suspend the Rules and Pass"
Passed,-0.026557784028263077,0.007248408381259791,-235.0,259.0,12.0,247.0,"Plain Writing Act of 2010, On Motion to Suspend the Rules and Concur in the Senate Amendments"
Passed,-0.023601870993746887,0.022369091588706123,-333.0,167.0,-83.0,250.0,"To amend the Federal Election Campaign Act of 1971 to prohibit certain State election administration officials from actively participating in electoral campaigns, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.01567848544123645,0.03555652988565986,-376.0,34.0,-171.0,205.0,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2010, and for other purposes, On Motion to Concur in the Senate Amendments"
Passed,-0.02804458134974127,-0.016695803564888877,-69.0,381.0,156.0,225.0,"To amend Public Law 96-597 to clarify the authority of the Secretary of the Interior to extend grants and other assistance to facilitate political status public education programs for the peoples of the non-self governing territories of the United States, On Motion to Suspend the Rules and Concur in the Senate Amendments"
Passed,-0.027901283990288087,-0.018097432125673173,-57.0,385.0,164.0,221.0,"To clarify, improve, and correct the laws relating to copyrights, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.027105194598718952,-0.018022748614696233,-52.0,376.0,162.0,214.0,"Recognizing the 50th anniversary of Ruby Bridges desegregating a previously all-White public elementary school, On Motion to Suspend the Rules and Agree"
Passed,-0.028171771252724256,-0.017345739097053132,-64.0,384.0,160.0,224.0,"Expressing the sense of the Congress regarding the successful and substantial contributions of the amendments to the patent and trademark laws that were initially enacted in 1980 by Public Law 96-517 (commonly referred to as the “Bayh-Dole Act”) on the occassion of the 30th anniversary of its enactment, On Motion to Suspend the Rules and Agree"
Passed,-0.030261817058402748,-0.018671972526774914,-69.0,415.0,173.0,242.0,"Recognizing Gail Abarbanel and the Rape Treatment Center, On Motion to Suspend the Rules and Agree"
Passed,-0.029487013461516564,-0.01861102449279108,-64.0,406.0,171.0,235.0,"Congratulates the town of Tarboro, North Carolina, on the occasion of its 250th anniversary, On Motion to Suspend the Rules and Agree"
Passed,-0.029349446017092534,-0.017486899305218177,-71.0,401.0,165.0,236.0,"Recognizing Brooklyn Botanic Garden on its 100th anniversary as the preeminent horticultural attraction in the borough of Brooklyn and its longstanding commitment to environmental stewardship and education for the city, On Motion to Suspend the Rules and Agree"
Passed,-0.015760425835095997,0.032390157269813105,-354.0,50.0,-152.0,202.0,"Adjournment Resolution, On Agreeing to the Resolution"
Failed,0.016646958415717093,-0.03421121846427932,379.0,-51.0,164.0,-215.0,"To require any Federal or State court to recognize any notarization made by a notary public licensed by a State other than the State where the court is located when such notarization occurs in or affects interstate commerce, On Passage of the Bill, the Objections of the President Notwithstanding"
Passed,-0.030496588886591836,-0.01825934446872146,-73.0,417.0,172.0,245.0,"To designate the facility of the United States Postal Service located at 2 Government Center in Fall River, Massachusetts, as the “Sergeant Robert Barrett Post Office Building”, On Motion to Suspend the Rules and Pass"
Passed,-0.030256525130952328,-0.01829491443793634,-72.0,414.0,171.0,243.0,"Congratulating Joe Paterno on his 400th win as Penn State Nittany Lions football coach, On Motion to Suspend the Rules and Agree"
Passed,-0.01846072153138923,0.03439081107728956,-404.0,68.0,-168.0,236.0,"Providing for the Consideration of the Senate amendment to H.R. 1722, the Telework Enhancement Act, On Ordering the Previous Question"
Passed,-0.017886021475069902,0.034162761668382204,-396.0,64.0,-166.0,230.0,"Providing for the Consideration of the Senate amendment to H.R. 1722, the Telework Enhancement Act, On Agreeing to the Resolution"
Passed,-0.019949820471550816,0.029412218274815775,-372.0,102.0,-135.0,237.0,"Telework Improvements Act, On Motion to Concur in the Senate Amendment"
Failed,-0.019793300860321057,0.028350771500561128,-349.0,105.0,-122.0,227.0,"Emergency Unemployment Compensation Continuation Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02739855614330022,-0.006556953002086337,-136.0,326.0,95.0,231.0,"To extend the deadline for Social Services Block Grant expenditures of supplemental funds appropriated following disasters occurring in 2008, On Motion to Suspend the Rules and Pass"
Passed,-0.026657224909054995,-0.016592148724364056,-58.0,366.0,154.0,212.0,"To designate the facility of the United States Postal Service located at 655 Centre Street in Jamaica Plain, Massachusetts, as the “Lance Corporal Alexander Scott Arredondo, United States Marine Corps Post Office Building”, On Motion to Suspend the Rules and Pass"
Passed,-0.02648943004116305,-0.016277898511543664,-59.0,363.0,152.0,211.0,"Supporting the goals and ideals of a National Mesothelioma Awareness Day, On Motion to Suspend the Rules and Agree"
Passed,-0.016563490042656885,0.03252784023087495,-369.0,55.0,-157.0,212.0,"Providing for consideration of the Senate amendments to the bill (H.R. 4783) to accelerate the income tax benefits for charitable cash contributions for the relief of victims of the earthquake in Chile, and to extend the period from which such contributions for the relief of victims of the earthquake in Haiti may be ac, On Agreeing to the Resolution"
Passed,-0.019951891244699444,0.029383329170764864,-370.0,104.0,-133.0,237.0,"To accelerate the income tax benefits for charitable cash contributions for the relief of victims of the earthquake in Chile, and to extend the period from which such contributions for the relief of victims of the earthquake in Haiti may be accelerated., On Motion to Concur in the Senate Amendments"
Passed,-0.02990266151557855,-0.017893574127146122,-72.0,408.0,168.0,240.0,"Honoring and recognizing the exemplary service and sacrifice of the 60th Air Mobility Wing, the 349th Air Mobility Wing, the 15th Expeditionary Mobility Task Force, and the 615th Contingency Response Wing civilians and families serving at Travis Air Force Base, California, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.029637023479501146,-0.017641622332885985,-72.0,404.0,166.0,238.0,"Recognizing and honoring the National Guard on the occasion of its 374th anniversary, On Motion to Suspend the Rules and Agree"
Passed,-0.01713280056458517,0.034705471143312905,-390.0,52.0,-169.0,221.0,"Providing for consideration of S. 3307, the Healthy, Hunger-Free Kids Act, On Ordering the Previous Question"
Passed,-0.016869777140973957,0.033386913518290116,-378.0,56.0,-161.0,217.0,"Providing for consideration of S. 3307, the Healthy, Hunger-Free Kids Act, On Agreeing to the Resolution"
Passed,-0.018071340082229857,0.03415723901223412,-396.0,64.0,-166.0,230.0,"Providing for consideration of H.J.Res. 101, Making further continuing appropriations for fiscal year 2011, and for other purposes, On Agreeing to the Resolution"
Passed,-0.02964845741047065,-0.017839561117795274,-70.0,406.0,168.0,238.0,"Supporting the goal of ensuring that all Holocaust survivors in the United States are able to live with dignity, comfort, and security in their remaining years, On Motion to Suspend the Rules and Agree"
Passed,-0.02946194407063166,-0.017370925600238736,-73.0,401.0,164.0,237.0,"Condemning North Korea in the strongest terms for its uprovoked military attack against South Korea on November 23, 2010, On Motion to Suspend the Rules and Agree"
Passed,-0.02980727026405386,-0.016923463193612733,-77.0,403.0,163.0,240.0,"Honoring and saluting golf legend Juan Antonio “Chi Chi” Rodriguez for his commitment to Latino youth programs of the Congressional Hispanic Caucus Institute, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.01797917802155481,0.03474679252654154,-397.0,61.0,-168.0,229.0,"Making further continuing appropriations for fiscal year 2011, and for other purposes, On Passage"
Passed,-0.030301863575324158,-0.018286152540407174,-71.0,415.0,172.0,243.0,"Honoring Fort Drum’s soldiers of the 10th Mountain Division for their past and continuing contributions to the security of the United States, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.03006501147142561,-0.018036179817389884,-71.0,411.0,170.0,241.0,"Commending the City of Jacksonville, Arkansas, for its outstanding support in creating a unique and lasting partnership with Little Rock Air Force Base, members of the Armed Forces stationed there and their families, and the Air Force, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.015798090703515788,0.03454945588172017,-376.0,38.0,-169.0,207.0,"Providing for consideration of the Senate amendment to the bill (H.R. 4853) to amend the Internal Revenue Code of 1986 to extend the funding & expenditure authority of the Airport and Airway Trust Fund, to amend title 49, United States Code, to extend authorizations for the airport improvement program, On Ordering the Previous Question"
Passed,-0.013039459388634426,0.034272149665958505,-350.0,10.0,-170.0,180.0,"Providing for consideration of the Senate amendment to the bill (H.R. 4853) to amend the Internal Revenue Code of 1986 to extend the funding & expenditure authority of the Airport and Airway Trust Fund, to amend title 49, United States Code, to extend authorizations for the airport improvement program, On Agreeing to the Resolution"
Passed,-0.029738406611450757,-0.017598106816133417,-73.0,405.0,166.0,239.0,"Supporting the goals and ideals of National GEAR UP Day, On Motion to Suspend the Rules and Agree"
Passed,-0.030276514537788513,-0.017688237256730684,-76.0,412.0,168.0,244.0,"Expressing support for the designation of the month of October as National Work and Family Month, On Motion to Suspend the Rules and Agree"
Passed,-0.0302496330955334,-0.01800101618573923,-73.0,413.0,170.0,243.0,"Expressing the sense of the House of Representatives that a National Day of Recognition for Parents of Children with Special Needs should be established, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.030745818914711533,-0.016811003305927386,-87.0,413.0,163.0,250.0,"To amend section 17 of the Richard B. Russell National School Lunch Act to include a condition of receipt of funds under the child and adult care food program, On Motion to Suspend the Rules and Pass"
Failed,0.01398598094279255,-0.03470557301929406,359.0,-21.0,169.0,-190.0,"Healthy, Hunger-Free Kids Act of 2010, On Motion to Recommit with Instructions"
Passed,-0.02064228685214971,0.03004769823590338,-380.0,108.0,-136.0,244.0,"Healthy, Hunger-Free Kids Act of 2010, On Passage"
Passed,-0.01597666536967275,0.033391352861267584,-377.0,47.0,-165.0,212.0,"Airport and Airway Extension Act of 2010, Part III, On Motion to Concur in the Senate Amendment with an Amendment"
Passed,-0.030565165873480033,-0.01706121397059545,-83.0,413.0,165.0,248.0,"Expressing support for designation of May as “Child Advocacy Center Month” and commending the National Child Advocacy Center in Huntsville, Alabama, on their 25th anniversary in 2010, On Motion to Suspend the Rules and Agree"
Failed,0.0009735744492823054,0.028415038814610237,-197.0,-121.0,-159.0,38.0,", On Agreeing to the Amendment"
Passed,-0.014468981944947654,-0.023464695036649344,68.0,254.0,161.0,93.0,"In the matter of Representative Charles B. Rangel of New York, On Agreeing to the Resolution"
Passed,-0.02817356081597613,-0.016546819372292874,-68.0,382.0,157.0,225.0,"To designate the facility of the United States Postal Service located at 111 North 6th Street in St. Louis, Missouri as the “Earl Wilson, Jr. Post Office”, On Motion to Suspend the Rules and Pass"
Passed,-0.028023871861693653,-0.016176125889708893,-71.0,379.0,154.0,225.0,"Recognizing the centennial of the City of Lilburn, Georgia, and supporting the goals and ideals of a City Lilburn Day, On Motion to Suspend the Rules and Agree"
Passed,-0.028577876020792505,-0.016348236588577002,-74.0,386.0,156.0,230.0,"Expressing support for the designation of March as National Essential Tremor Awareness Month, On Motion to Suspend the Rules and Agree"
